date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:01:50	202/202	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Dec%202022%2005:26:19%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fproviders%2Fedx-trn-sq.png?auto=format&blur=200&cs=strip&fit=&h=50&ixlib=php-3.3.1&px=16&w=50&s=4bb43d8fa5044a85c1f1880d58630cd9	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/providers/edx-trn-sq7d7a.png	(from https://www.classcentral.com/)
02:01:51	834447/834447	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2000:01:49%20GMT	https://www.classcentral.com/provider/edx	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/provider/edx.html	(from https://www.classcentral.com/)
02:01:51	2103/2103	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2013:06:55%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fproviders%2Fedx-trn-sq.png?auto=format&cs=strip&fit=&h=50&ixlib=php-3.3.1&w=50&s=86be374faaa2c332611cd8a1cb508975	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/providers/edx-trn-sqe227.png	(from https://www.classcentral.com/)
02:01:53	215/215	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Aug%202022%2012:38:41%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fproviders%2Ffuturelearn-trn-sq.png?auto=format&blur=200&cs=strip&fit=&h=50&ixlib=php-3.3.1&px=16&w=50&s=c69690bc75957912c28643eddaf2ae9b	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/providers/futurelearn-trn-sq1970.png	(from https://www.classcentral.com/)
02:01:54	836603/836603	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2000:01:52%20GMT	https://www.classcentral.com/provider/futurelearn	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/provider/futurelearn.html	(from https://www.classcentral.com/)
02:01:54	1603/1603	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2008:50:26%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fproviders%2Ffuturelearn-trn-sq.png?auto=format&cs=strip&fit=&h=50&ixlib=php-3.3.1&w=50&s=890afa9595255a6e9b8884ddc515d769	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/providers/futurelearn-trn-sqc75e.png	(from https://www.classcentral.com/)
02:01:57	206/206	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2010:33:46%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fproviders%2Fudemy-trn-sq.png?auto=format&blur=200&cs=strip&fit=&h=50&ixlib=php-3.3.1&px=16&w=50&s=3683868b4f1d2268e0295daca76448bc	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/providers/udemy-trn-sqd9e7.png	(from https://www.classcentral.com/)
02:01:58	766037/766037	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2000:01:55%20GMT	https://www.classcentral.com/provider/udemy	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/provider/udemy.html	(from https://www.classcentral.com/)
02:01:58	1382/1382	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2010:29:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fproviders%2Fudemy-trn-sq.png?auto=format&cs=strip&fit=&h=50&ixlib=php-3.3.1&w=50&s=918f4790c5c5818a022e23be21061434	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/providers/udemy-trn-sq6b36.png	(from https://www.classcentral.com/)
02:02:40	240/240	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2010:18:59%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fproviders%2Fswayam-trn-sq.png?auto=format&blur=200&cs=strip&fit=&h=50&ixlib=php-3.3.1&px=16&w=50&s=88931fa05e58c8ad6ecb7b60e18810cd	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/providers/swayam-trn-sqb82e.png	(from https://www.classcentral.com/)
02:02:40	810869/810869	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2000:01:58%20GMT	https://www.classcentral.com/provider/swayam	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/provider/swayam.html	(from https://www.classcentral.com/)
02:02:41	2696/2696	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2016:22:24%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fproviders%2Fswayam-trn-sq.png?auto=format&cs=strip&fit=&h=50&ixlib=php-3.3.1&w=50&s=d66b9084f03e29797282e157f846187f	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/providers/swayam-trn-sq20ea.png	(from https://www.classcentral.com/)
02:04:07	732879/732879	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2000:02:42%20GMT	https://www.classcentral.com/provider/linkedin-learning	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/provider/linkedin-learning.html	(from https://www.classcentral.com/)
02:04:07	242/242	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2013:24:14%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fproviders%2Flinkedin-learning-trn-sq.png?auto=format&blur=200&cs=strip&fit=&h=50&ixlib=php-3.3.1&px=16&w=50&s=a6426a8fce21144823f0f9b66a145643	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/providers/linkedin-learning-trn-sq6510.png	(from https://www.classcentral.com/)
02:04:08	1749/1749	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2016:22:27%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fproviders%2Flinkedin-learning-trn-sq.png?auto=format&cs=strip&fit=&h=50&ixlib=php-3.3.1&w=50&s=7deeee41ea2d12f795bfdc405a89c496	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/providers/linkedin-learning-trn-sq8c39.png	(from https://www.classcentral.com/)
02:04:11	201/201	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2008:51:13%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fproviders%2Fskillshare-trn-sq.png?auto=format&blur=200&cs=strip&fit=&h=50&ixlib=php-3.3.1&px=16&w=50&s=a3789896c1d0a14de697235ee08d15a2	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/providers/skillshare-trn-sqad55.png	(from https://www.classcentral.com/)
02:04:12	739959/739959	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2000:04:09%20GMT	https://www.classcentral.com/provider/skillshare	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/provider/skillshare.html	(from https://www.classcentral.com/)
02:04:12	1888/1888	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2012:07:54%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fproviders%2Fskillshare-trn-sq.png?auto=format&cs=strip&fit=&h=50&ixlib=php-3.3.1&w=50&s=d9e51a1e711dbb0e1cb34e4c63551231	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/providers/skillshare-trn-sq9645.png	(from https://www.classcentral.com/)
02:04:14	207/207	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Oct%202022%2010:29:16%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fhomepage%2Fgoogle.png?auto=format&blur=200&cs=strip&fit=&h=50&ixlib=php-3.3.1&px=16&w=50&s=d1a5252eced81b288a32d85450c59c2c	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/homepage/google26e5.png	(from https://www.classcentral.com/)
02:04:15	614541/614541	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2000:04:13%20GMT	https://www.classcentral.com/providers	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/providers.html	(from https://www.classcentral.com/)
02:04:15	2096/2096	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2021:10:18%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fhomepage%2Fgoogle.png?auto=format&cs=strip&fit=&h=50&ixlib=php-3.3.1&w=50&s=28a13d6dddffe8d861ff5decfb83a695	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/homepage/googlec927.png	(from https://www.classcentral.com/)
02:04:16	241/241	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2013:27:05%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fhomepage%2Famazon.png?auto=format&blur=200&cs=strip&fit=&h=50&ixlib=php-3.3.1&px=16&w=50&s=0e6768b26fa5cff3593a86387373881b	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/homepage/amazon11a8.png	(from https://www.classcentral.com/)
02:04:18	3646/3646	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2021:10:18%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fhomepage%2Famazon.png?auto=format&cs=strip&fit=&h=50&ixlib=php-3.3.1&w=50&s=41e781e76e91b5059a7fbc2168283667	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/homepage/amazonbfc4.png	(from https://www.classcentral.com/)
02:04:26	204/204	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2008:22:20%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fhomepage%2Fmicrosoft.png?auto=format&blur=200&cs=strip&fit=&h=50&ixlib=php-3.3.1&px=16&w=50&s=5e01e01016483fce0a4b92b7b734514f	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/homepage/microsoftca5a.png	(from https://www.classcentral.com/)
02:04:27	740053/740053	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2000:04:24%20GMT	https://www.classcentral.com/institution/microsoft	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/institution/microsoft.html	(from https://www.classcentral.com/)
02:04:27	1280/1280	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2008:50:25%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fhomepage%2Fmicrosoft.png?auto=format&cs=strip&fit=&h=50&ixlib=php-3.3.1&w=50&s=2e82f16f3e381d409b5b2924c9665bd7	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/homepage/microsofte4df.png	(from https://www.classcentral.com/)
02:04:29	245/245	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Oct%202022%2014:33:10%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fhomepage%2Fibm.png?auto=format&blur=200&cs=strip&fit=&h=50&ixlib=php-3.3.1&px=16&w=50&s=9524762b61f030042e91b0ea214e8ed1	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/homepage/ibm7639.png	(from https://www.classcentral.com/)
02:04:30	746551/746551	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2000:04:28%20GMT	https://www.classcentral.com/institution/ibm	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/institution/ibm.html	(from https://www.classcentral.com/)
02:04:30	2611/2611	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2012:07:59%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fhomepage%2Fibm.png?auto=format&cs=strip&fit=&h=50&ixlib=php-3.3.1&w=50&s=fbb4ccdbbb895bfc02137b42107f2edf	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/homepage/ibmb3ff.png	(from https://www.classcentral.com/)
02:04:33	245/245	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2010:32:07%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fhomepage%2Fsmithsonian.png?auto=format&blur=200&cs=strip&fit=&h=50&ixlib=php-3.3.1&px=16&w=50&s=d8d6ce5859a502dbae72372553f2a21d	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/homepage/smithsonian0cee.png	(from https://www.classcentral.com/)
02:04:33	734794/734794	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2000:04:31%20GMT	https://www.classcentral.com/institution/smithsonian	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/institution/smithsonian.html	(from https://www.classcentral.com/)
02:04:34	5452/5452	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2012:08:00%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fhomepage%2Fsmithsonian.png?auto=format&cs=strip&fit=&h=50&ixlib=php-3.3.1&w=50&s=ce8c63e4445f3cfed1a9f95579a52d11	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/homepage/smithsonian8661.png	(from https://www.classcentral.com/)
02:04:36	438/438	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Feb%202023%2000:04:34%20GMT	https://www.classcentral.com/institution/united-nations	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/institution/united-nations	(from https://www.classcentral.com/)
02:04:36	7713/7713	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2022%20Feb%202023%2000:04:34%20GMT	https://www.classcentral.com/provider/unccelearn	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/provider/unccelearn	(from https://www.classcentral.com/)
02:04:37	202/202	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2015:57:58%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fhomepage%2Funited-nations.png?auto=format&blur=200&cs=strip&fit=&h=50&ixlib=php-3.3.1&px=16&w=50&s=f2d81ad842cb2b150fc44520018729e6	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/homepage/united-nationsaaac.png	(from https://www.classcentral.com/)
02:04:38	2932/2932	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2012:08:02%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fhomepage%2Funited-nations.png?auto=format&cs=strip&fit=&h=50&ixlib=php-3.3.1&w=50&s=6d29c7e53511de20226e41e2ea583662	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/homepage/united-nationsa2cd.png	(from https://www.classcentral.com/)
02:04:41	189/189	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Oct%202022%2011:53:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fhomepage%2Fbritish-council.png?auto=format&blur=200&cs=strip&fit=&h=50&ixlib=php-3.3.1&px=16&w=50&s=b9bc36624d8366ad5068c550da0e919b	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/homepage/british-councilbe04.png	(from https://www.classcentral.com/)
02:04:41	757037/757037	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2000:04:39%20GMT	https://www.classcentral.com/institution/british-council	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/institution/british-council.html	(from https://www.classcentral.com/)
02:04:42	2205/2205	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2008:03:11%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Fhomepage%2Fbritish-council.png?auto=format&cs=strip&fit=&h=50&ixlib=php-3.3.1&w=50&s=ce4a3136cf6152a19e7e89a15dc790a7	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/logos/homepage/british-council9165.png	(from https://www.classcentral.com/)
02:04:45	8173/8173	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Dec%202022%2011:52:37%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&s=ce0e330983ef9ac06ec75d7196e86d53	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time992b.png	(from https://www.classcentral.com/)
02:04:46	2761216/2761216	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2000:04:43%20GMT	https://www.classcentral.com/institutions	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/institutions.html	(from https://www.classcentral.com/)
02:04:47	25841/25841	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&ixlib=php-3.3.1&s=2243a68cbc2b37e04fdf74e1b8ea98f9	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time5fef.png	(from https://www.classcentral.com/)
02:05:04	16307/16307	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Oct%202022%2009:56:34%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-2022.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&s=e9e14669abba454f8aa1e6ba84ab1702	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-2022a427.png	(from https://www.classcentral.com/)
02:05:05	135090/135090	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2019:49:48%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-2022.png?auto=format&ixlib=php-3.3.1&s=14c4ca36ec8c064ed28b180491257b48	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-20226fc4.png	(from https://www.classcentral.com/)
02:05:05	1729/1729	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2021:00:48%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2021%2F02%2Fcoursera-free-courses.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&w=375&s=171faa98a735b8fd9f478dca44c42f92	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2021/02/coursera-free-coursesccc4.png	(from https://www.classcentral.com/)
02:05:14	25654/25654	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2021:59:17%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2021%2F02%2Fcoursera-free-courses.png?auto=format&ixlib=php-3.3.1&w=375&s=81c4e4ead02b0eceb38837a85784adca	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2021/02/coursera-free-courses8190.png	(from https://www.classcentral.com/)
02:05:14	1153/1153	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2023:15:16%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2023%2F02%2FResume-Writing-BCG-Banner.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&w=300&s=44507cb2c2d38779a784cbb718513b51	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2023/02/Resume-Writing-BCG-Banner6802.png	(from https://www.classcentral.com/)
02:05:16	145130/145130	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2015:05:00%20GMT	https://www.classcentral.com/report/author/manoel/	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/author/manoel/index.html	(from https://www.classcentral.com/)
02:05:16	582809/582809	---MC-	200	added ('OK')	application/rss+xml	etag:%22e8c2053b5799016d430e028e45ebc46f%22	https://www.classcentral.com/report/feed/	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/feed/index.html	(from https://www.classcentral.com/)
02:05:16	211414/211414	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2008:10:49%20GMT	https://www.classcentral.com/report/harvard-cs50-guide/	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/harvard-cs50-guide/index.html	(from https://www.classcentral.com/)
02:05:17	12173/12173	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2023:18:09%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2023%2F02%2FResume-Writing-BCG-Banner.png?auto=format&ixlib=php-3.3.1&w=300&s=e92cf7c600bb5aba5ffd00eca9409f07	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2023/02/Resume-Writing-BCG-Bannera1ce.png	(from https://www.classcentral.com/)
02:05:17	148047/148047	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2015:04:35%20GMT	https://www.classcentral.com/report/author/ruima/	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/author/ruima/index.html	(from https://www.classcentral.com/)
02:05:17	1186/1186	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2022:39:36%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2023%2F02%2FOCaml-BCG-Banner.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&w=300&s=5b158f7159685870bd015300d987175e	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2023/02/OCaml-BCG-Bannerefde.png	(from https://www.classcentral.com/)
02:05:18	180308/180308	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2015:04:35%20GMT	https://www.classcentral.com/report/chinese-mooc-platforms/	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/chinese-mooc-platforms/index.html	(from https://www.classcentral.com/)
02:05:19	10250/10250	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2023:12:55%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2023%2F02%2FOCaml-BCG-Banner.png?auto=format&ixlib=php-3.3.1&w=300&s=2f10b3ecb8009cdf5265ed615544c97b	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2023/02/OCaml-BCG-Banner74c2.png	(from https://www.classcentral.com/)
02:05:19	138483/138483	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2015:04:36%20GMT	https://www.classcentral.com/report/futurelearn-expands-paywall/	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/futurelearn-expands-paywall/index.html	(from https://www.classcentral.com/)
02:05:19	1453/1453	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2020:07:58%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2023%2F02%2FDaVinci-Resolve-BCG-Banner.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&w=300&s=15173d495cd5497f610c893c1d1b93a4	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2023/02/DaVinci-Resolve-BCG-Bannerb69f.png	(from https://www.classcentral.com/)
02:05:20	147050/147050	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2015:04:36%20GMT	https://www.classcentral.com/report/author/pat-bowden/	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/author/pat-bowden/index.html	(from https://www.classcentral.com/)
02:05:20	159911/159911	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2015:04:37%20GMT	https://www.classcentral.com/report/udemy-by-the-numbers/	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/udemy-by-the-numbers/index.html	(from https://www.classcentral.com/)
02:05:21	11264/11264	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2021:29:47%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2023%2F02%2FDaVinci-Resolve-BCG-Banner.png?auto=format&ixlib=php-3.3.1&w=300&s=aa5b2fd2571662cdbc9fad76056d0bab	C:/Users/Sakhi/Desktop/classCentral/try/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2023/02/DaVinci-Resolve-BCG-Bannera890.png	(from https://www.classcentral.com/)
02:05:21	135472/135472	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2015:04:38%20GMT	https://www.classcentral.com/report/domestika-layoffs/	C:/Users/Sakhi/Desktop/classCentral/try/www.classcentral.com/report/domestika-layoffs/index.html	(from https://www.classcentral.com/)
